País,sexo,nivel_laboral,año,prom_ganancias,moneda,note_source.label
Netherlands,Hombres,Profesionales científicos e intelectuales,2014,25.74,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Hombres,Técnicos y profesionales de nivel medio,2014,21.74,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Hombres,Personal de apoyo administrativo,2014,16.37,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Hombres,Trabajadores de los servicios y vendedores de comercios y mercados,2014,13.13,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Hombres,"Agricultores y trabajadores calificados agropecuarios, forestales y pesqueros",2014,12.24,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Hombres,"Oficiales, operarios y artesanos de artes mecánicas y de otros oficios",2014,16.05,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Hombres,Operadores de instalaciones y máquinas y ensambladores,2014,14.93,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Hombres,Ocupaciones elementales,2014,10.66,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mujeres,Total,2014,15.86,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mujeres,Directores y gerentes,2014,25.42,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mujeres,Profesionales científicos e intelectuales,2014,21.98,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mujeres,Técnicos y profesionales de nivel medio,2014,17.54,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
Netherlands,Mujeres,Personal de apoyo administrativo,2014,14.81,Currency: NLD - Euro (EUR),"Repository: Eurostat | Data reference period: October | Economic activity coverage: Excluding agriculture, public administration, and activities of households as employers and of extraterritorial organisations and bodies | Establishment size coverage: All establishments with at least 10 employees"
